claim_id,claim,claim_label,evidences.0.evidence_id,evidences.0.evidence_label,evidences.0.article,evidences.0.evidence,evidences.0.entropy,evidences.0.votes.0,evidences.0.votes.1,evidences.0.votes.2,evidences.0.votes.3,evidences.0.votes.4,evidences.1.evidence_id,evidences.1.evidence_label,evidences.1.article,evidences.1.evidence,evidences.1.entropy,evidences.1.votes.0,evidences.1.votes.1,evidences.1.votes.2,evidences.1.votes.3,evidences.1.votes.4,evidences.2.evidence_id,evidences.2.evidence_label,evidences.2.article,evidences.2.evidence,evidences.2.entropy,evidences.2.votes.0,evidences.2.votes.1,evidences.2.votes.2,evidences.2.votes.3,evidences.2.votes.4,evidences.3.evidence_id,evidences.3.evidence_label,evidences.3.article,evidences.3.evidence,evidences.3.entropy,evidences.3.votes.0,evidences.3.votes.1,evidences.3.votes.2,evidences.3.votes.3,evidences.3.votes.4,evidences.4.evidence_id,evidences.4.evidence_label,evidences.4.article,evidences.4.evidence,evidences.4.entropy,evidences.4.votes.0,evidences.4.votes.1,evidences.4.votes.2,evidences.4.votes.3,evidences.4.votes.4
692,"“We indicated 23 years ago — in our 1994 Nature article — that climate models had the atmosphere’s sensitivity to CO2 much too high,” Christy said in a statement.",0,Climate sensitivity:51,SUPPORTS,Climate sensitivity,"The sensitivity of temperature to atmospheric gasses, most notably CO 2, is often expressed in terms of the change in temperature per doubling of the concentration of the gas.",0,SUPPORTS,SUPPORTS,,,,Climate sensitivity:53,SUPPORTS,Climate sensitivity,"In his first paper on the matter, he estimated that global temperature would rise by around 5 to 6 °C (9.0 to 10.8 °F) if the quantity of CO 2 was doubled.",0,SUPPORTS,SUPPORTS,,,,Climate sensitivity:58,SUPPORTS,Climate sensitivity,"For constant humidity they computed a climate sensitivity of 2.3 °C per doubling of CO2 (which they rounded to 2, the value most often quoted from their work, in the abstract of the paper).",0,SUPPORTS,SUPPORTS,,,,Global warming controversy:207,NOT_ENOUGH_INFO,Global warming controversy,"As defined by the IPCC, climate sensitivity is the ""equilibrium temperature rise that would occur for a doubling of CO 2 concentration above pre-industrial levels"".",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,James Hansen:126,NOT_ENOUGH_INFO,James Hansen,They did note that the agreement between the observations and the intermediate scenario was accidental because the climate sensitivity used was higher than current estimates.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,
696,climate models predict too much warming in the troposphere,1,Microwave Sounding Unit temperature measurements:109,NOT_ENOUGH_INFO,Microwave Sounding Unit temperature measurements,"Some models show more warming in the troposphere than at the surface, while a slightly smaller number of simulations show the opposite behavior.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Microwave Sounding Unit temperature measurements:114,SUPPORTS,Microwave Sounding Unit temperature measurements,"While the satellite data now show global warming, there is still some difference between what climate models predict and what the satellite data show for warming of the lower troposphere, with the climate models predicting slightly more warming than what the satellites measure.",0,SUPPORTS,SUPPORTS,,,,Microwave Sounding Unit temperature measurements:96,NOT_ENOUGH_INFO,Microwave Sounding Unit temperature measurements,"Climate models predict that as the surface warms, so should the global troposphere.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Microwave Sounding Unit temperature measurements:97,NOT_ENOUGH_INFO,Microwave Sounding Unit temperature measurements,"Globally, the troposphere (at the TLT altitude at which the MSU sounder measure) is predicted to warm about 1.2 times more than the surface; in the tropics, the troposphere should warm about 1.5 times more than the surface.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,The Great Global Warming Swindle:26,NOT_ENOUGH_INFO,The Great Global Warming Swindle,The programme states that all models of greenhouse effect-derived temperature increase predict that the warming will be at its greatest for a given location in the troposphere and at its lowest near the surface of the earth.,0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
697,"While many scientists have acknowledged the mismatch between model predictions and actual temperature observations, few have really challenged the validity of the models themselves.",0,Global warming controversy:231,SUPPORTS,Global warming controversy,"A 2007 study by David Douglass and coworkers, concluded that the 22 most commonly used global climate models used by the IPCC were unable to accurately predict accelerated warming in the troposphere although they did match actual surface warming, concluding ""projections of future climate based on these models should be viewed with much caution"".",0,SUPPORTS,SUPPORTS,,,,Global warming controversy:232,NOT_ENOUGH_INFO,Global warming controversy,This result went against a similar study of 19 models which found that discrepancies between model predictions and actual temperature were likely due to measurement errors.,0.693147181,SUPPORTS,REFUTES,,,,Global warming controversy:242,SUPPORTS,Global warming controversy,"Certain scientists, skeptics and otherwise, believe this confidence in the models' ability to predict future climate is not earned.",0,SUPPORTS,SUPPORTS,,,,Machine learning:60,NOT_ENOUGH_INFO,Machine learning,"Loss functions express the discrepancy between the predictions of the model being trained and the actual problem instances (for example, in classification, one wants to assign a label to instances, and models are trained to correctly predict the pre-assigned labels of a set of examples).",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Physics:137,NOT_ENOUGH_INFO,Physics,"To that end, experiments are performed and observations are made in order to determine the validity or invalidity of the theory.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,
698,"A recent study led by Lawrence Livermore National Laboratory climate scientist Ben Santer found that while the models ran hot, the ‘overestimation’ was ‘partly due to systematic deficiencies in some of the post-2000 external forcings used in the model simulations.’",1,Global warming controversy:231,REFUTES,Global warming controversy,"A 2007 study by David Douglass and coworkers, concluded that the 22 most commonly used global climate models used by the IPCC were unable to accurately predict accelerated warming in the troposphere although they did match actual surface warming, concluding ""projections of future climate based on these models should be viewed with much caution"".",0,,REFUTES,REFUTES,,,Nuclear winter:189,NOT_ENOUGH_INFO,Nuclear winter,"In 2007, a nuclear winter study, noted that modern computer models have been applied to the Kuwait oil fires, finding that individual smoke plumes are not able to loft smoke into the stratosphere, but that smoke from fires covering a large area[quantify] like some forest fires can lift smoke[quantify] into the stratosphere, and recent evidence suggests that this occurs far more often than previously thought.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Nuclear winter:202,NOT_ENOUGH_INFO,Nuclear winter,"A study published in the Journal of Geophysical Research in July 2007, titled ""Nuclear winter revisited with a modern climate model and current nuclear arsenals: Still catastrophic consequences"", used current climate models to look at the consequences of a global nuclear war involving most or all of the world's current nuclear arsenals (which the authors judged to be one similar to the size of the world's arsenals twenty years earlier).",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Nuclear winter:226,NOT_ENOUGH_INFO,Nuclear winter,"While the highly popularized initial 1983 TTAPS 1-dimensional model forecasts were widely reported and criticized in the media, in part because every later model predicts far less of its ""apocalyptic"" level of cooling, most models continue to suggest that some deleterious global cooling would still result, under the assumption that a large number of fires occurred in the spring or summer.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Nuclear winter:46,NOT_ENOUGH_INFO,Nuclear winter,"While it is believed that the modeled climate-cooling-effects from the mass of soot injected into the stratosphere by 100 firestorms (one to five teragrams) would have been detectable with technical instruments in WWII, five percent of that would not have been possible to observe at that time.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,
699,"While volcanic eruptions are natural events, it was the timing of these that had such a noticeable effect on the trend",0,1257 Samalas eruption:144,NOT_ENOUGH_INFO,1257 Samalas eruption,The Little Ice Age was a period of several centuries during the last millennium during which global temperatures were depressed; the cooling was associated with volcanic eruptions.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Natural disaster:18,NOT_ENOUGH_INFO,Natural disaster,The effects include the volcanic eruption itself that may cause harm following the explosion of the volcano or falling rocks.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Nuclear winter:329,NOT_ENOUGH_INFO,Nuclear winter,"Similar climatic effects to ""nuclear winter"" followed historical supervolcano eruptions, which plumed sulfate aerosols high into the stratosphere, with this being known as a volcanic winter.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Volcanism:16,SUPPORTS,Volcanism,The amount of gas and ash emitted by volcanic eruptions has a significant effect on the Earth's climate.,0,SUPPORTS,SUPPORTS,,,,Volcano:181,NOT_ENOUGH_INFO,Volcano,"The 1815 eruption of Mount Tambora created global climate anomalies that became known as the ""Year Without a Summer"" because of the effect on North American and European weather.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
702,"‘While volcanic eruptions are natural events, it was the timing of these that had such a noticeable effect on the trend.",1,1257 Samalas eruption:144,SUPPORTS,1257 Samalas eruption,The Little Ice Age was a period of several centuries during the last millennium during which global temperatures were depressed; the cooling was associated with volcanic eruptions.,0,,SUPPORTS,SUPPORTS,,,1257 Samalas eruption:94,SUPPORTS,1257 Samalas eruption,"The deposits showed that climate disturbances reported at that time were due to a volcanic event, the global spread indicating a tropical volcano as the cause.",0,,SUPPORTS,SUPPORTS,,,Climate change (general concept):101,NOT_ENOUGH_INFO,Climate change (general concept),"Small eruptions, with injections of less than 0.1 Mt of sulfur dioxide into the stratosphere, affect the atmosphere only subtly, as temperature changes are comparable with natural variability.",0.693147181,,REFUTES,SUPPORTS,,,Volcanism:16,SUPPORTS,Volcanism,The amount of gas and ash emitted by volcanic eruptions has a significant effect on the Earth's climate.,0,,SUPPORTS,SUPPORTS,,,Volcano:181,SUPPORTS,Volcano,"The 1815 eruption of Mount Tambora created global climate anomalies that became known as the ""Year Without a Summer"" because of the effect on North American and European weather.",0,,SUPPORTS,SUPPORTS,,
703,"If the same eruptions had happened near the more recent end of the dataset, they could have pushed the overall trend into negative numbers, or a long-term cooling,’ Christy said.”",0,Global cooling:26,NOT_ENOUGH_INFO,Global cooling,"Climatic oscillations at higher frequencies are not predicted... the results indicate that the long-term trend over the next 20,000 years is towards extensive Northern Hemisphere glaciation and cooler climate"".",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Global warming hiatus:37,SUPPORTS,Global warming hiatus,"They used computer simulations of future climate to show that it was ""possible, and indeed likely, to have a period as long as a decade or two of 'cooling' or no warming superimposed on a longer-term warming trend.""",0,,SUPPORTS,SUPPORTS,,,John Christy:18,SUPPORTS,John Christy,Part of the cooling trend seen by the satellites can be attributed to several years of cooler than normal temperatures and cooling caused by the eruption of the Mount Pinatubo volcano.,0,,SUPPORTS,SUPPORTS,,,Phanerozoic:119,NOT_ENOUGH_INFO,Phanerozoic,The Late Cretaceous featured a cooling trend that would continue into the Cenozoic Era.,0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Satellite temperature measurements:40,SUPPORTS,Satellite temperature measurements,"The long term cooling in the lower stratosphere occurred in two downward steps in temperature both after the transient warming related to explosive volcanic eruptions of El Chichón and Mount Pinatubo, this behavior of the global stratospheric temperature has been attributed to global ozone concentration variation in the two years following volcanic eruptions.",0,,SUPPORTS,SUPPORTS,,
705,policies based on previous climate model output and predictions might need to be reconsidered,1,General circulation model:38,NOT_ENOUGH_INFO,General circulation model,"These models are the basis for model predictions of future climate, such as are discussed by the IPCC.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,General circulation model:5,NOT_ENOUGH_INFO,General circulation model,"GCMs and global climate models are used for weather forecasting, understanding the climate, and forecasting climate change.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:143,SUPPORTS,Global warming,"The 2017 United States-published National Climate Assessment notes that ""climate models may still be underestimating or missing relevant feedback processes"".",0,SUPPORTS,SUPPORTS,,,,Science:206,NOT_ENOUGH_INFO,Science,"For example, it is used in quantitative scientific modeling, which can generate new hypotheses and predictions to be tested.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Sensitivity analysis:278,NOT_ENOUGH_INFO,Sensitivity analysis,"Effective Groundwater Model Calibration, with Analysis of Data, Sensitivities, Predictions, and Uncertainty.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,
717,Scientists used to think that ice sheets could take millennia to respond to changing climates,0,Climatology:22,SUPPORTS,Climatology,"While scientists knew of past climate change such as the ice ages, the concept of climate as unchanging was useful in the development of a general theory of what determines climate.",0,SUPPORTS,SUPPORTS,,,,Greenland ice sheet:100,NOT_ENOUGH_INFO,Greenland ice sheet,"They offered a conclusion that the ""coupling between surface melting and ice-sheet flow provides a mechanism for rapid, large-scale, dynamic responses of ice sheets to climate warming"".",0.693147181,SUPPORTS,REFUTES,,,,Greenland ice sheet:53,SUPPORTS,Greenland ice sheet,"An ice sheet response time of centuries seems probable, and we cannot rule out large changes on decadal time-scales once wide-scale surface melt is underway.""",0,SUPPORTS,SUPPORTS,,,,Scientific consensus on climate change:16,SUPPORTS,Scientific consensus on climate change,"Its conclusions are summarized below: ""Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia.""",0,SUPPORTS,SUPPORTS,,,,Scientific consensus on climate change:671,NOT_ENOUGH_INFO,Scientific consensus on climate change,There is growing evidence that our climate is changing.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,
721,"“‘If you remove the ice shelf, there’s a potential that not just ice-cliff instabilities will start occurring, but a process called marine ice-sheet instabilities,’ says Matthew Wise, a polar scientist at the University of Cambridge.",1,Antarctica:351,NOT_ENOUGH_INFO,Antarctica,Melting of floating ice shelves (ice that originated on the land) does not in itself contribute much to sea-level rise (since the ice displaces only its own mass of water).,0.693147181,,REFUTES,NOT_ENOUGH_INFO,,,Sea level rise:108,SUPPORTS,Sea level rise,"Secondly, melting of the ice shelves, the floating extensions of the ice sheet, leads to a process named the Marine Ice Cliff Instability.",0,,SUPPORTS,SUPPORTS,,,Sea level rise:545,SUPPORTS,Sea level rise,"""Potential Antarctic Ice Sheet retreat driven by hydrofracturing and ice cliff failure"".",0,,SUPPORTS,SUPPORTS,,,West Antarctic Ice Sheet:1,SUPPORTS,West Antarctic Ice Sheet,"The WAIS is classified as a marine-based ice sheet, meaning that its bed lies well below sea level and its edges flow into floating ice shelves.",0,,SUPPORTS,SUPPORTS,,,West Antarctic Ice Sheet:36,NOT_ENOUGH_INFO,West Antarctic Ice Sheet,"They proposed that changes in air circulation patterns have led to increased upwelling of warm, deep ocean water along the coast of Antarctica and that this warm water has increased melting of floating ice shelves at the edge of the ice sheet.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,
